# sqrt_k_eta0 h omega_b omega_cdm A_s n_s
3.46217816e+00 6.99999528e-01 2.19375911e-02 1.16021705e-01 2.18679232e-09 9.67114692e-01
3.57410188e+00 7.24230151e-01 2.19224004e-02 1.16034239e-01 1.89208362e-09 9.56174208e-01
3.54110675e+00 6.88577911e-01 2.17956974e-02 1.20580467e-01 1.88772135e-09 9.68305964e-01
3.50669547e+00 6.74736377e-01 2.18988477e-02 1.13412637e-01 2.23490698e-09 9.65763530e-01
3.50550621e+00 7.24871229e-01 2.19112207e-02 1.23605230e-01 2.13422114e-09 9.67146161e-01
3.33060662e+00 7.02872633e-01 2.17946739e-02 1.24301468e-01 2.09468816e-09 9.65286589e-01
3.61282333e+00 6.88424214e-01 2.17980511e-02 1.11918031e-01 2.00157964e-09 9.62388704e-01
3.60199513e+00 7.27542539e-01 2.19851218e-02 1.11634847e-01 2.05556197e-09 9.69343513e-01
3.52040009e+00 6.82676107e-01 2.19608741e-02 1.29929143e-01 2.25901484e-09 9.61718360e-01
3.40568394e+00 6.92062682e-01 2.24284222e-02 1.21240133e-01 2.10363151e-09 9.65984926e-01
3.52503547e+00 7.06848725e-01 2.22684515e-02 1.20219424e-01 2.25956956e-09 9.60347273e-01
3.34565679e+00 7.13066786e-01 2.17797278e-02 1.19943375e-01 2.18668221e-09 9.72419688e-01
3.37925526e+00 7.07818265e-01 2.17888189e-02 1.20020729e-01 2.26552791e-09 9.59101167e-01
3.22066537e+00 7.13367939e-01 2.19669822e-02 1.18341737e-01 2.10196204e-09 9.58949238e-01
3.86986010e+00 7.17384844e-01 2.21488915e-02 1.22849561e-01 2.13279765e-09 9.63463645e-01
3.73127128e+00 6.86003253e-01 2.21260004e-02 1.17564394e-01 2.31505341e-09 9.60926706e-01
3.50610764e+00 7.07453636e-01 2.17905816e-02 1.16888233e-01 1.89942424e-09 9.64418484e-01
3.22032018e+00 7.17857076e-01 2.22350509e-02 1.15917101e-01 2.13564188e-09 9.66803327e-01
3.64288401e+00 6.89839585e-01 2.22009695e-02 1.25665247e-01 2.00613912e-09 9.65053540e-01
3.73763815e+00 7.28452218e-01 2.22018143e-02 1.13376521e-01 2.15486046e-09 9.67821770e-01
3.55467856e+00 7.34135678e-01 2.17822905e-02 1.23486350e-01 2.01813900e-09 9.58764573e-01
3.87015297e+00 6.94303184e-01 2.18331288e-02 1.24255996e-01 2.04865437e-09 9.67880824e-01
3.50693313e+00 7.41802783e-01 2.20432100e-02 1.19612780e-01 1.99602264e-09 9.63366233e-01
3.80141288e+00 6.76725591e-01 2.22739896e-02 1.15503774e-01 2.04254884e-09 9.62889328e-01
3.72075860e+00 6.76488584e-01 2.17991872e-02 1.11514072e-01 2.18535158e-09 9.67826115e-01
3.59900810e+00 6.80245617e-01 2.21204543e-02 1.21370156e-01 2.29552698e-09 9.65701443e-01
3.41815591e+00 7.06526664e-01 2.20282247e-02 1.14736259e-01 2.19707810e-09 9.65149239e-01
3.81044794e+00 6.94386023e-01 2.18611257e-02 1.23447822e-01 2.09609797e-09 9.62762374e-01
3.31227710e+00 7.05588049e-01 2.18716056e-02 1.17608517e-01 2.18236590e-09 9.64047408e-01
3.60018252e+00 6.82088170e-01 2.19734613e-02 1.16041359e-01 2.29588603e-09 9.68698846e-01
3.93003607e+00 7.04200696e-01 2.18065740e-02 1.16360357e-01 2.11547718e-09 9.68456936e-01
3.43771930e+00 7.01523955e-01 2.18625080e-02 1.17526995e-01 1.92054444e-09 9.69462275e-01
3.22425093e+00 7.20394653e-01 2.22366179e-02 1.14591667e-01 2.17166511e-09 9.63244184e-01
3.59794188e+00 6.97317147e-01 2.20255309e-02 1.08848428e-01 2.18462230e-09 9.65462656e-01
3.51638014e+00 6.92155775e-01 2.21200959e-02 1.18411670e-01 1.96017520e-09 9.62354973e-01
3.82699354e+00 7.01203076e-01 2.18739118e-02 1.10787189e-01 2.21359532e-09 9.65157925e-01
3.89852686e+00 7.04392558e-01 2.15132742e-02 1.19712515e-01 1.95613569e-09 9.61147786e-01
3.73799785e+00 6.76529287e-01 2.21073509e-02 1.22983880e-01 2.08309978e-09 9.62658784e-01
3.44136252e+00 7.04813806e-01 2.19700587e-02 1.17566784e-01 2.17466312e-09 9.66040012e-01
3.28866141e+00 7.22944994e-01 2.21510846e-02 1.20404250e-01 1.95828887e-09 9.61568004e-01
3.45048873e+00 6.94471649e-01 2.18947694e-02 1.15580321e-01 2.12051771e-09 9.62366339e-01
3.26569831e+00 6.87032621e-01 2.15915678e-02 1.24689124e-01 2.03387568e-09 9.70711802e-01
3.32487100e+00 7.02925802e-01 2.18128615e-02 1.14212246e-01 2.23240863e-09 9.72432616e-01
3.64897954e+00 7.06911661e-01 2.19602846e-02 1.15636734e-01 2.13628620e-09 9.61246251e-01
3.27483029e+00 6.97365783e-01 2.21267615e-02 1.17196139e-01 2.17629772e-09 9.72509972e-01
3.89443807e+00 7.18187403e-01 2.21198015e-02 1.24885157e-01 2.00389550e-09 9.59741812e-01
3.81007908e+00 6.80750112e-01 2.21146921e-02 1.12659910e-01 2.08804999e-09 9.67254677e-01
3.45410670e+00 7.03497951e-01 2.19268114e-02 1.21635779e-01 2.18229363e-09 9.60944038e-01
3.63376030e+00 7.03954484e-01 2.19225545e-02 1.18033137e-01 2.13174967e-09 9.61386817e-01
3.76078131e+00 6.79939503e-01 2.17556158e-02 1.14795505e-01 2.14885364e-09 9.66223798e-01
3.81364507e+00 7.17489821e-01 2.19353919e-02 1.23961387e-01 2.20470321e-09 9.66357087e-01
3.50891290e+00 6.91392897e-01 2.20338385e-02 1.22534373e-01 1.98022027e-09 9.66508714e-01
3.37264188e+00 6.95033402e-01 2.22189099e-02 1.25788196e-01 2.07120836e-09 9.60768217e-01
3.26066031e+00 7.12756280e-01 2.18566863e-02 1.20134803e-01 2.30196096e-09 9.68436174e-01
3.44902066e+00 7.12909465e-01 2.22184762e-02 1.17578342e-01 1.84746418e-09 9.60874542e-01
3.68359919e+00 6.80126166e-01 2.21770659e-02 1.24219566e-01 2.10680089e-09 9.61658439e-01
3.64503414e+00 6.82982932e-01 2.17039453e-02 1.15910393e-01 1.86617302e-09 9.68875122e-01
3.51651474e+00 6.89972454e-01 2.18263595e-02 1.19396858e-01 2.25028252e-09 9.62843491e-01
3.80896954e+00 7.10754853e-01 2.18649157e-02 1.16082601e-01 2.15073286e-09 9.69184632e-01
4.00820057e+00 6.91870807e-01 2.19575163e-02 1.22801064e-01 1.98852132e-09 9.64121938e-01
3.72866309e+00 7.17437983e-01 2.18502370e-02 1.15191740e-01 2.26350821e-09 9.64354055e-01
3.64502604e+00 6.94848056e-01 2.17441095e-02 1.19681454e-01 2.20662778e-09 9.61401451e-01
3.48836169e+00 6.72386376e-01 2.21303882e-02 1.19261000e-01 2.00016541e-09 9.63956467e-01
3.81916589e+00 7.14462697e-01 2.22646192e-02 1.10538276e-01 2.12344339e-09 9.61465227e-01
3.32570642e+00 6.96006615e-01 2.20089311e-02 1.15953286e-01 2.11343809e-09 9.71189164e-01
3.70968483e+00 6.94308387e-01 2.24104925e-02 1.24967330e-01 2.08326654e-09 9.67654580e-01
3.03204491e+00 6.91051657e-01 2.20659156e-02 1.19551698e-01 2.07578040e-09 9.58515404e-01
3.58270896e+00 6.73714407e-01 2.16995919e-02 1.19325154e-01 2.10633629e-09 9.68475230e-01
3.82221585e+00 6.94072397e-01 2.22234012e-02 1.20946482e-01 2.14356242e-09 9.63132215e-01
3.57068613e+00 7.07462206e-01 2.19498576e-02 1.14930871e-01 2.17009310e-09 9.63983786e-01
3.72795849e+00 6.91811822e-01 2.18489626e-02 1.25388026e-01 2.18472663e-09 9.64478108e-01
3.18079077e+00 6.85966842e-01 2.19608092e-02 1.24614729e-01 2.15575174e-09 9.68714167e-01
3.41997905e+00 7.31157834e-01 2.18846910e-02 1.19441057e-01 2.14466662e-09 9.67740793e-01
3.46132372e+00 6.90272571e-01 2.17262392e-02 1.16931574e-01 2.09947389e-09 9.66232887e-01
3.49556749e+00 7.03501126e-01 2.17941112e-02 1.28952785e-01 2.00714803e-09 9.62648632e-01
3.88587218e+00 6.56531811e-01 2.20699802e-02 1.23454089e-01 2.15117959e-09 9.72047924e-01
3.46374434e+00 7.11839033e-01 2.20981888e-02 1.17200241e-01 2.04128889e-09 9.70920885e-01
3.57497943e+00 6.79339133e-01 2.24890250e-02 1.19912008e-01 2.04689499e-09 9.72564718e-01
3.28658407e+00 6.84946775e-01 2.22327199e-02 1.19713698e-01 2.34978991e-09 9.71267794e-01
3.54469714e+00 7.09532000e-01 2.19448988e-02 1.23326422e-01 2.22612182e-09 9.63432821e-01
3.56768130e+00 7.40467207e-01 2.20878050e-02 1.25760851e-01 2.09328198e-09 9.63580880e-01
3.65065197e+00 7.05001684e-01 2.20729556e-02 1.16572085e-01 2.05533217e-09 9.69916168e-01
3.28839389e+00 6.94213221e-01 2.19534939e-02 1.21637217e-01 2.01868098e-09 9.65094582e-01
3.64655623e+00 6.93085452e-01 2.23038347e-02 1.24242582e-01 1.95436417e-09 9.69513681e-01
3.60643325e+00 6.90284340e-01 2.22363126e-02 1.10743832e-01 2.01341658e-09 9.63168275e-01
3.64807208e+00 6.63207067e-01 2.21157562e-02 1.14539542e-01 2.11171611e-09 9.64447023e-01
3.34975699e+00 6.78224856e-01 2.15812833e-02 1.19553918e-01 2.05243711e-09 9.67381620e-01
3.80351506e+00 7.06905831e-01 2.23176981e-02 1.14421377e-01 2.07181752e-09 9.65437322e-01
3.51117304e+00 7.28852216e-01 2.20684620e-02 1.21198699e-01 2.04493789e-09 9.72239605e-01
3.60514424e+00 6.96771151e-01 2.25542796e-02 1.21843454e-01 2.26946407e-09 9.61257645e-01
3.75339683e+00 6.59184852e-01 2.18234811e-02 1.15474345e-01 2.14905163e-09 9.64869944e-01
3.70391592e+00 6.92606582e-01 2.19073504e-02 1.21293670e-01 2.14076718e-09 9.69590589e-01
3.63374088e+00 7.40133618e-01 2.22015001e-02 1.13836019e-01 2.21167295e-09 9.69742855e-01
3.70963571e+00 6.84838462e-01 2.16180672e-02 1.20708926e-01 2.08278957e-09 9.54435946e-01
3.72775328e+00 7.14411251e-01 2.22043178e-02 1.20900755e-01 2.07481135e-09 9.60144331e-01
3.42422854e+00 6.74915916e-01 2.21979157e-02 1.23062357e-01 2.15703878e-09 9.66363378e-01
3.69594114e+00 7.48617570e-01 2.20278338e-02 1.20036925e-01 2.12644735e-09 9.68153799e-01
3.58171865e+00 7.18573454e-01 2.20067045e-02 1.24765312e-01 2.06640540e-09 9.68099716e-01
3.35554428e+00 6.78951529e-01 2.20951617e-02 1.26039529e-01 2.11017224e-09 9.60117313e-01
3.55920773e+00 6.96833507e-01 2.19185259e-02 1.21900372e-01 2.15767881e-09 9.64176215e-01
3.16158194e+00 7.01279954e-01 2.16299455e-02 1.22208872e-01 2.28005213e-09 9.65152125e-01
3.48490714e+00 6.69420509e-01 2.16880751e-02 1.21347152e-01 1.76662328e-09 9.60037261e-01
3.46982903e+00 7.01525083e-01 2.17758581e-02 1.27765687e-01 1.97645452e-09 9.63519848e-01
3.52672301e+00 7.06953669e-01 2.21574705e-02 1.19561250e-01 2.06175087e-09 9.59572047e-01
3.46156367e+00 7.55269478e-01 2.19332964e-02 1.13801839e-01 2.11750506e-09 9.65673302e-01
3.98510765e+00 7.02416683e-01 2.23277007e-02 1.21133143e-01 2.01792400e-09 9.69613594e-01
3.62050577e+00 7.43326630e-01 2.21673925e-02 1.25366268e-01 2.12483828e-09 9.60319665e-01
3.34046716e+00 6.74490386e-01 2.19002717e-02 1.26707703e-01 2.02615724e-09 9.60620305e-01
3.88885541e+00 6.88335901e-01 2.20356633e-02 1.21926070e-01 2.11332424e-09 9.66574431e-01
3.43354388e+00 7.10825082e-01 2.24142510e-02 1.14738933e-01 1.97545699e-09 9.69502719e-01
3.59280722e+00 7.13221403e-01 2.19010667e-02 1.21561873e-01 2.03126407e-09 9.65153960e-01
3.10118498e+00 6.75182569e-01 2.18463571e-02 1.16427094e-01 2.20656760e-09 9.62727878e-01
3.59955429e+00 7.28392967e-01 2.19183895e-02 1.20578666e-01 2.06643812e-09 9.66256471e-01
3.52873082e+00 6.89569276e-01 2.21071009e-02 1.17499530e-01 2.03676346e-09 9.64383293e-01
3.72809731e+00 7.07317519e-01 2.18517517e-02 1.18415427e-01 2.30258324e-09 9.70761917e-01
4.04573993e+00 6.87803029e-01 2.22533103e-02 1.18470032e-01 1.92378766e-09 9.67383703e-01
3.84019989e+00 7.03081661e-01 2.18745231e-02 1.13906359e-01 2.20060720e-09 9.66843083e-01
3.45837995e+00 6.88750981e-01 2.20798121e-02 1.22880869e-01 2.00067549e-09 9.65486955e-01
3.84430297e+00 7.03120402e-01 2.21449630e-02 1.16141226e-01 2.07226734e-09 9.70793595e-01
3.76832417e+00 6.41963371e-01 2.17794872e-02 1.18764786e-01 2.11713907e-09 9.66583888e-01
3.60187837e+00 7.04620954e-01 2.21492837e-02 1.16019832e-01 2.01793597e-09 9.72089102e-01
3.69222043e+00 6.90506301e-01 2.19747286e-02 1.19446619e-01 2.14870663e-09 9.66248523e-01
3.84828296e+00 6.73713312e-01 2.18311561e-02 1.20524119e-01 2.08372862e-09 9.61571618e-01
3.94337838e+00 6.96165588e-01 2.19486014e-02 1.22246076e-01 2.31467158e-09 9.64242167e-01
3.64804049e+00 6.86744714e-01 2.17823786e-02 1.16890027e-01 2.16745990e-09 9.60739746e-01
3.39975453e+00 7.28945286e-01 2.24076912e-02 1.23629536e-01 2.00023691e-09 9.68649666e-01
3.52422219e+00 6.78455517e-01 2.18832967e-02 1.21105899e-01 1.98802112e-09 9.69772346e-01
3.70130276e+00 6.82737255e-01 2.15904371e-02 1.19121151e-01 2.02841887e-09 9.64630832e-01
3.54264195e+00 7.12592603e-01 2.21426838e-02 1.24258488e-01 2.14863065e-09 9.64684796e-01
3.79134694e+00 7.17200246e-01 2.21697867e-02 1.25881315e-01 2.07162788e-09 9.63191063e-01
3.66177113e+00 7.27014199e-01 2.21458998e-02 1.24097346e-01 1.99372834e-09 9.61433326e-01
3.69553228e+00 6.91237858e-01 2.21194917e-02 1.17373787e-01 2.13707474e-09 9.68893186e-01
3.36021380e+00 7.10065782e-01 2.20503124e-02 1.22039983e-01 2.19969568e-09 9.66101834e-01
3.91729345e+00 6.88090214e-01 2.19956968e-02 1.19647255e-01 2.02168466e-09 9.69097700e-01
3.59898834e+00 7.03882242e-01 2.17784775e-02 1.21236515e-01 2.17066069e-09 9.62467218e-01
3.94821051e+00 6.54814726e-01 2.18482431e-02 1.22740029e-01 2.23289893e-09 9.66233492e-01
3.70863629e+00 6.92304489e-01 2.21059379e-02 1.24590085e-01 2.00378694e-09 9.65395284e-01
3.60827532e+00 6.97016098e-01 2.23996094e-02 1.23611616e-01 2.02317301e-09 9.73129024e-01
3.55015264e+00 6.80949563e-01 2.18395964e-02 1.14732415e-01 2.18601723e-09 9.69400792e-01
3.80546931e+00 7.03093864e-01 2.21223337e-02 1.21058993e-01 2.23253151e-09 9.68051161e-01
3.60504517e+00 6.74200504e-01 2.18136335e-02 1.11313306e-01 2.05891323e-09 9.64748933e-01
3.35400946e+00 6.89746609e-01 2.22532114e-02 1.19795830e-01 1.99719504e-09 9.66677817e-01
3.40067689e+00 6.92218742e-01 2.20754352e-02 1.20591798e-01 2.18332273e-09 9.67167364e-01
3.32838619e+00 6.81877062e-01 2.18119777e-02 1.29991347e-01 2.07099720e-09 9.68682185e-01
4.09208718e+00 6.96128238e-01 2.19094759e-02 1.15339265e-01 2.03815774e-09 9.56740959e-01
3.66932649e+00 7.16051502e-01 2.20504359e-02 1.17218754e-01 2.15880691e-09 9.61557792e-01
3.59136083e+00 7.24019000e-01 2.17189839e-02 1.13878950e-01 2.16340934e-09 9.64849216e-01
3.55838426e+00 7.14945536e-01 2.21455542e-02 1.15220196e-01 2.20201223e-09 9.60983876e-01
3.65707620e+00 6.78499096e-01 2.22401632e-02 1.21396358e-01 2.27860507e-09 9.67754073e-01
3.80254220e+00 7.22907297e-01 2.24009850e-02 1.23346962e-01 2.16234728e-09 9.72107606e-01
3.67605877e+00 6.50935050e-01 2.19448262e-02 1.22097072e-01 2.06682378e-09 9.67654992e-01
3.19087008e+00 7.19225831e-01 2.20701232e-02 1.16528472e-01 1.91103756e-09 9.64103071e-01
3.64492079e+00 7.03912589e-01 2.18203230e-02 1.13280040e-01 2.12443346e-09 9.66899614e-01
3.52773889e+00 7.38501989e-01 2.20103753e-02 1.23558967e-01 2.17286900e-09 9.62621952e-01
3.67051738e+00 7.12576416e-01 2.21214178e-02 1.20795445e-01 2.05294278e-09 9.63576235e-01
3.50240262e+00 7.12477215e-01 2.20083840e-02 1.20332769e-01 2.13440716e-09 9.67327574e-01
3.37673365e+00 6.39623167e-01 2.19402504e-02 1.21627815e-01 2.11832821e-09 9.68004866e-01
3.31813978e+00 6.76207400e-01 2.20481087e-02 1.17221842e-01 2.23910929e-09 9.66791499e-01
3.72957475e+00 6.76220273e-01 2.19246519e-02 1.18111770e-01 2.20317300e-09 9.63209039e-01
3.49059279e+00 6.56160919e-01 2.20527174e-02 1.14084866e-01 2.17560733e-09 9.68233532e-01
3.61444050e+00 7.23354117e-01 2.20207615e-02 1.21202546e-01 2.11300786e-09 9.64933384e-01
3.30837650e+00 6.83641337e-01 2.17415627e-02 1.20990995e-01 1.95122510e-09 9.65793004e-01
3.62795335e+00 7.12181731e-01 2.19001409e-02 1.16541533e-01 1.98492332e-09 9.68820120e-01
4.18066001e+00 6.86532241e-01 2.21387027e-02 1.20514242e-01 2.06974233e-09 9.63853567e-01
3.46582573e+00 7.02712426e-01 2.17814197e-02 1.17603178e-01 2.10049995e-09 9.68261708e-01
3.37348298e+00 6.87367108e-01 2.20684822e-02 1.20777980e-01 1.97195169e-09 9.60912318e-01
3.45428902e+00 6.84012473e-01 2.21009050e-02 1.22013132e-01 1.90423236e-09 9.59053063e-01
3.59534209e+00 7.00232642e-01 2.19461994e-02 1.24584362e-01 2.15300242e-09 9.64660674e-01
3.56562845e+00 7.37173720e-01 2.19433744e-02 1.19154043e-01 2.12138107e-09 9.66551187e-01
3.52419237e+00 7.22741898e-01 2.17570387e-02 1.13887194e-01 2.00040363e-09 9.66406820e-01
3.64666212e+00 7.35458640e-01 2.19140018e-02 1.19268766e-01 2.01061877e-09 9.60111587e-01
4.05391845e+00 6.85906596e-01 2.17684957e-02 1.11703830e-01 2.10762578e-09 9.67917600e-01
3.74567512e+00 7.15635066e-01 2.18889133e-02 1.19806089e-01 1.78910851e-09 9.69471020e-01
3.56944408e+00 6.93196532e-01 2.20813546e-02 1.19926368e-01 2.11065007e-09 9.61869900e-01
3.72167417e+00 6.81854096e-01 2.20208763e-02 1.23486926e-01 2.07473381e-09 9.61581022e-01
3.62994231e+00 7.19578133e-01 2.18890319e-02 1.16405513e-01 2.08634429e-09 9.66418999e-01
3.50106663e+00 7.31848349e-01 2.17624136e-02 1.19777831e-01 2.13042847e-09 9.65183528e-01
3.51182385e+00 6.79692360e-01 2.22841132e-02 1.21317887e-01 2.20972521e-09 9.61338576e-01
3.70045402e+00 6.96622162e-01 2.18885386e-02 1.23690248e-01 1.99194344e-09 9.64743889e-01
3.55745081e+00 7.16071663e-01 2.21100624e-02 1.19970141e-01 2.16790200e-09 9.62647009e-01
3.52373799e+00 6.86001996e-01 2.23577703e-02 1.16973824e-01 2.25633159e-09 9.61685172e-01
3.70456097e+00 7.07113775e-01 2.20126414e-02 1.17848408e-01 2.11479989e-09 9.68308932e-01
3.82835563e+00 6.93004486e-01 2.23095473e-02 1.21350519e-01 1.99581646e-09 9.65794008e-01
3.69464536e+00 6.99574568e-01 2.19620893e-02 1.21900327e-01 2.31357188e-09 9.60238962e-01
3.65167401e+00 6.94960328e-01 2.19004488e-02 1.19322113e-01 2.12750828e-09 9.64249783e-01
3.73021370e+00 7.13787493e-01 2.18654783e-02 1.21774221e-01 2.18823617e-09 9.64585358e-01
3.57521056e+00 7.08443090e-01 2.21189412e-02 1.19551614e-01 2.02429872e-09 9.69236633e-01
3.52610052e+00 7.10314436e-01 2.22696203e-02 1.18062874e-01 1.99214421e-09 9.60095912e-01
3.31164134e+00 7.15996513e-01 2.18819057e-02 1.19514590e-01 2.08770712e-09 9.60903299e-01
3.63221428e+00 6.84822773e-01 2.20180517e-02 1.20779625e-01 2.10429806e-09 9.67079836e-01
3.59110478e+00 6.88788790e-01 2.20007294e-02 1.22010353e-01 2.16013662e-09 9.64471205e-01
3.60536846e+00 6.95657053e-01 2.21029593e-02 1.18689980e-01 2.15705640e-09 9.64315046e-01
3.55488298e+00 6.97428512e-01 2.22079046e-02 1.23847164e-01 2.27131970e-09 9.61712110e-01
3.31775798e+00 7.35307577e-01 2.20866111e-02 1.15566845e-01 2.02718938e-09 9.64447615e-01
3.66464100e+00 7.01611815e-01 2.21007701e-02 1.24869966e-01 2.03315326e-09 9.67101856e-01
3.53382339e+00 6.95787454e-01 2.20596058e-02 1.10994835e-01 2.00446477e-09 9.68397252e-01
3.79533416e+00 7.00330743e-01 2.16703215e-02 1.21479713e-01 1.99783403e-09 9.68397960e-01
3.55180983e+00 6.92943837e-01 2.19178673e-02 1.15237919e-01 2.16828494e-09 9.60357156e-01
4.05198254e+00 7.12021054e-01 2.18017031e-02 1.17609990e-01 2.01178656e-09 9.67855167e-01
3.67323303e+00 7.30220555e-01 2.19303455e-02 1.21612757e-01 2.10793985e-09 9.60697831e-01
3.79797499e+00 6.75266716e-01 2.20613841e-02 1.20789582e-01 2.11130687e-09 9.63938246e-01
3.34355137e+00 6.70823229e-01 2.19226193e-02 1.13800080e-01 2.24837552e-09 9.67031409e-01
4.01003214e+00 6.86116597e-01 2.20673448e-02 1.26110755e-01 2.02869326e-09 9.66326124e-01
3.71695292e+00 7.13598629e-01 2.16568504e-02 1.24714479e-01 2.02060909e-09 9.61993650e-01
3.35903955e+00 6.94698713e-01 2.23430960e-02 1.18778610e-01 2.13610401e-09 9.63988548e-01
3.90440369e+00 7.15953647e-01 2.22172530e-02 1.12533746e-01 2.15020823e-09 9.70378895e-01
3.74523101e+00 7.09198930e-01 2.22948972e-02 1.16872564e-01 1.94038178e-09 9.61128562e-01
3.24508707e+00 7.39584724e-01 2.18196989e-02 1.27517074e-01 2.23956535e-09 9.65276193e-01
3.63083124e+00 7.03397610e-01 2.21064185e-02 1.21147940e-01 2.23617244e-09 9.62363223e-01
3.54667667e+00 6.82064260e-01 2.17852314e-02 1.20238198e-01 2.15681232e-09 9.60304128e-01
3.97205801e+00 6.85209785e-01 2.19378211e-02 1.20316551e-01 1.98667449e-09 9.73838590e-01
3.61224691e+00 6.69861641e-01 2.20131820e-02 1.20647416e-01 2.15720440e-09 9.67679633e-01
3.55025907e+00 7.32900643e-01 2.17603715e-02 1.22033990e-01 2.26711987e-09 9.67613230e-01
3.81004180e+00 6.86639917e-01 2.19470060e-02 1.21621535e-01 2.07145300e-09 9.58477112e-01
3.81375126e+00 7.20590604e-01 2.21234011e-02 1.11841372e-01 1.95847995e-09 9.63891622e-01
3.54460001e+00 6.91797717e-01 2.17403486e-02 1.19257771e-01 2.23331904e-09 9.65255872e-01
3.42139789e+00 6.80296907e-01 2.19347887e-02 1.19444073e-01 2.02641261e-09 9.55287482e-01
3.58734397e+00 6.99155159e-01 2.21281679e-02 1.16885179e-01 2.17556072e-09 9.59288600e-01
3.62101419e+00 6.75062324e-01 2.16882526e-02 1.14976317e-01 2.20152093e-09 9.61895243e-01
3.27065861e+00 6.92630691e-01 2.19392273e-02 1.14070716e-01 2.14825942e-09 9.63657378e-01
3.61620882e+00 6.54694454e-01 2.23120032e-02 1.19415284e-01 2.02494370e-09 9.61157464e-01
4.04311705e+00 7.27307960e-01 2.18348930e-02 1.16808185e-01 2.18992494e-09 9.65739313e-01
3.35886541e+00 7.18192699e-01 2.21517749e-02 1.26137947e-01 2.03897222e-09 9.65193718e-01
3.66236395e+00 7.38831668e-01 2.17826352e-02 1.21371371e-01 2.29768424e-09 9.62382738e-01
3.71967811e+00 7.30379078e-01 2.16029504e-02 1.15457033e-01 2.01135690e-09 9.68832226e-01
3.62278695e+00 6.93428011e-01 2.17431255e-02 1.26669877e-01 2.14430561e-09 9.65356386e-01
3.50570029e+00 6.94855173e-01 2.19368678e-02 1.12770694e-01 2.22785031e-09 9.71873626e-01
4.05708020e+00 6.93614279e-01 2.19286895e-02 1.18746137e-01 2.13269373e-09 9.65925071e-01
3.69539359e+00 6.68301024e-01 2.19644001e-02 1.14660119e-01 2.02471732e-09 9.62542767e-01
3.59066969e+00 7.17911834e-01 2.21881811e-02 1.16439482e-01 2.14097754e-09 9.58789854e-01
3.39002586e+00 7.17448261e-01 2.17757074e-02 1.18845277e-01 2.08480572e-09 9.62790869e-01
3.90316653e+00 7.15803262e-01 2.22737257e-02 1.16276298e-01 2.17385821e-09 9.59197004e-01
3.54516827e+00 6.91503651e-01 2.21878261e-02 1.19864502e-01 2.03661630e-09 9.65950072e-01
3.81212101e+00 7.13257867e-01 2.17723034e-02 1.15024190e-01 2.13361686e-09 9.62205935e-01
3.20032331e+00 7.30936235e-01 2.23183950e-02 1.23729267e-01 2.17862622e-09 9.66456033e-01
3.67163727e+00 6.95062716e-01 2.21268737e-02 1.13526792e-01 2.01315124e-09 9.64824201e-01
3.15149690e+00 7.29343922e-01 2.21075521e-02 1.17650670e-01 2.17982367e-09 9.69668682e-01
3.65788286e+00 6.95000544e-01 2.18280838e-02 1.13548106e-01 2.24756824e-09 9.68187217e-01
3.46476923e+00 6.90946736e-01 2.18430096e-02 1.20859052e-01 2.20888506e-09 9.66460424e-01
3.57464871e+00 7.16334894e-01 2.21968214e-02 1.17017313e-01 2.06098719e-09 9.62604566e-01
3.68934099e+00 6.99076469e-01 2.18745848e-02 1.17851624e-01 2.04117644e-09 9.59068925e-01
3.68378025e+00 6.92230440e-01 2.19822916e-02 1.21533468e-01 2.00181200e-09 9.65449461e-01
